"datePulled","code","shortName","collectionName","asset","deviveType","primOwner","sysAdmin","rmfAction","isso","ccbSAActions","other","lastTouched","stigs","benchmarks","assessed","submitted","accepted","rejected","cat3","cat2","cat1"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NP1267NB405009","","SparksL","","","","","NCCM-W","1 d","15","Adobe_Acrobat_Reader_DC_Continuous_Track_STIG MS_Dot_Net_Framework Google_Chrome_Current_Windows Microsoft_Access_2016 IE_11_STIG MS_Edge_STIG MS_Defender_Antivirus Microsoft_Office_System_2016 Microsoft_Excel_2016 Microsoft_OneDrive Microsoft_PowerPoint_2016 Microsoft_Outlook_2016 Microsoft_Word_2016 Windows_Firewall_with_Advanced_Security MS_Windows_10_STIG","99.76%","98.05%","0.00%","0.00%","1","7","1"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NP1267NB405016","","SparksL","ISSO","","","","NCCM-W","72 d","9","MS_Dot_Net_Framework MS_Defender_Antivirus MS_Edge_STIG Microsoft_Excel_2016 Microsoft_Office_System_2016 Microsoft_OneDrive Microsoft_PowerPoint_2016 Microsoft_Word_2016 MS_Windows_10_STIG","97.49%","96.32%","94.97%","0.00%","1","4","1"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NP1267NB405017","","SparksL","ISSO","","","","NCCM-W","72 d","12","MS_Dot_Net_Framework Microsoft_Access_2016 MS_Defender_Antivirus MS_Edge_STIG Microsoft_Excel_2016 Microsoft_Office_System_2016 Microsoft_OneDrive Microsoft_Outlook_2016 Microsoft_PowerPoint_2016 Microsoft_Word_2016 MS_Windows_10_STIG Adobe_Acrobat_Reader_DC_Continuous_Track_STIG","98.39%","98.23%","98.23%","0.00%","1","4","1"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NP1267NB437631","","Not in CMDB","","","","","","1 d","18","Adobe_Acrobat_Reader_DC_Continuous_Track_STIG MS_Dot_Net_Framework Google_Chrome_Current_Windows Microsoft_Access_2016 MS_Defender_Antivirus Microsoft_Office_System_2016 Microsoft_Excel_2016 MS_Edge_STIG Microsoft_OneDrive Microsoft_OneNote_2016 Microsoft_PowerPoint_2016 Microsoft_Outlook_2016 Microsoft_Skype_for_Business_2016 Microsoft_Word_2016 Microsoft_Publisher_2016 Windows_Firewall_with_Advanced_Security MS_Windows_10_STIG MOZ_Firefox_STIG","99.73%","98.80%","0.00%","0.00%","1","5","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NP1267NB438047","","DeangelisM","","","","","","7 d","15","MS_Dot_Net_Framework Microsoft_Access_2016 MS_Defender_Antivirus MS_Edge_STIG Microsoft_Office_System_2016 Microsoft_Excel_2016 Microsoft_OneNote_2016 Microsoft_Publisher_2016 Microsoft_PowerPoint_2016 Microsoft_Outlook_2016 Microsoft_OneDrive Microsoft_Skype_for_Business_2016 Microsoft_Word_2016 Windows_Firewall_with_Advanced_Security MS_Windows_10_STIG","99.07%","0.00%","0.00%","0.00%","1","4","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NP1267NB438262","","SparksL","ISSO","","","","NCCM-W","1 d","16","Microsoft_Access_2016 MS_Dot_Net_Framework MS_Defender_Antivirus MS_Edge_STIG Microsoft_Office_System_2016 Microsoft_Excel_2016 Microsoft_OneDrive Microsoft_Outlook_2016 Microsoft_Publisher_2016 Microsoft_OneNote_2016 Microsoft_PowerPoint_2016 Microsoft_Skype_for_Business_2016 Microsoft_Word_2016 Windows_Firewall_with_Advanced_Security MS_Windows_10_STIG Adobe_Acrobat_Reader_DC_Continuous_Track_STIG","99.70%","94.49%","0.00%","0.00%","1","4","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NP1267NB438263","","SparksL","ISSO","","","","NCCM-W","1 d","19","MS_Dot_Net_Framework MOZ_Firefox_STIG Google_Chrome_Current_Windows Microsoft_Access_2016 MS_Defender_Antivirus Adobe_Acrobat_Reader_DC_Continuous_Track_STIG MS_Edge_STIG Microsoft_Excel_2016 Microsoft_OneDrive Microsoft_Office_System_2016 Microsoft_OneNote_2016 Microsoft_Publisher_2016 Microsoft_PowerPoint_2016 Microsoft_Outlook_2016 Microsoft_Skype_for_Business_2016 Microsoft_Word_2016 Windows_Firewall_with_Advanced_Security MS_Windows_10_STIG JRE_8_and_Windows_STIG","99.74%","96.20%","0.00%","0.00%","1","6","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NP1267NB438264","","SparksL","","","","","","7 d","15","MS_Dot_Net_Framework Microsoft_Access_2016 MS_Edge_STIG MS_Defender_Antivirus Microsoft_Excel_2016 Microsoft_Office_System_2016 Microsoft_OneDrive Microsoft_Outlook_2016 Microsoft_Publisher_2016 Microsoft_OneNote_2016 Microsoft_PowerPoint_2016 Microsoft_Word_2016 Microsoft_Skype_for_Business_2016 Windows_Firewall_with_Advanced_Security MS_Windows_10_STIG","99.07%","0.00%","0.00%","0.00%","1","4","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NP1267NB438265","","SparksL","ISSO","","","","NCCM-W","6 d","17","Microsoft_Access_2016 MS_Dot_Net_Framework MS_Defender_Antivirus Microsoft_Office_System_2016 MS_Edge_STIG Microsoft_Excel_2016 Microsoft_OneDrive Microsoft_OneNote_2016 Microsoft_Publisher_2016 Microsoft_Outlook_2016 Microsoft_PowerPoint_2016 Microsoft_Skype_for_Business_2016 Microsoft_Word_2016 Windows_Firewall_with_Advanced_Security MS_Windows_10_STIG Adobe_Acrobat_Reader_DC_Continuous_Track_STIG Google_Chrome_Current_Windows","99.72%","88.78%","0.00%","0.00%","1","5","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NP1267NB702145","","SparksL","ISSO","","","","NCCM-W","37 d","8","Adobe_Acrobat_Reader_DC_Continuous_Track_STIG Google_Chrome_Current_Windows MS_Dot_Net_Framework MOZ_Firefox_STIG MS_Defender_Antivirus MS_Edge_STIG Microsoft_OneDrive MS_Windows_10_STIG","96.51%","94.05%","92.20%","0.00%","1","9","2"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NP1267NB702146","","SparksL","ISSO","","","","NCCM-W","64 d","9","Adobe_Acrobat_Reader_DC_Continuous_Track_STIG Google_Chrome_Current_Windows MS_Dot_Net_Framework MOZ_Firefox_STIG JRE_8_and_Windows_STIG MS_Defender_Antivirus MS_Edge_STIG Microsoft_OneDrive MS_Windows_10_STIG","97.81%","97.61%","97.02%","0.00%","1","5","1"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NP1267WK402111","","SparksL","ISSO","","","","NCCM-W","1 d","14","Adobe_Acrobat_Reader_DC_Continuous_Track_STIG Google_Chrome_Current_Windows MS_Dot_Net_Framework MOZ_Firefox_STIG MS_Defender_Antivirus MS_Edge_STIG Microsoft_OneDrive MS_Windows_10_STIG IE_11_STIG Microsoft_Office_System_2016 Microsoft_Excel_2016 Microsoft_PowerPoint_2016 Microsoft_Word_2016 Windows_Firewall_with_Advanced_Security","99.87%","98.58%","58.17%","0.00%","1","5","1"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NP1267WK402112","","SparksL","ISSO","","","","NCCM-W","1 d","17","Adobe_Acrobat_Reader_DC_Continuous_Track_STIG Google_Chrome_Current_Windows MS_Dot_Net_Framework MOZ_Firefox_STIG JRE_8_and_Windows_STIG Microsoft_Access_2016 MS_Defender_Antivirus MS_Edge_STIG Microsoft_Excel_2016 Microsoft_Office_System_2016 Microsoft_OneDrive Microsoft_Outlook_2016 Microsoft_PowerPoint_2016 Microsoft_Word_2016 MS_Windows_10_STIG IE_11_STIG Windows_Firewall_with_Advanced_Security","99.77%","98.39%","77.29%","0.00%","1","7","1"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NP1267WK414403","","SparksL","ISSO","","","","NCCM-W","1 d","17","Adobe_Acrobat_Reader_DC_Continuous_Track_STIG Google_Chrome_Current_Windows MS_Dot_Net_Framework MOZ_Firefox_STIG JRE_8_and_Windows_STIG Microsoft_Access_2016 MS_Defender_Antivirus MS_Edge_STIG Microsoft_Excel_2016 Microsoft_Office_System_2016 Microsoft_OneDrive Microsoft_Outlook_2016 Microsoft_PowerPoint_2016 Microsoft_Word_2016 MS_Windows_10_STIG IE_11_STIG Windows_Firewall_with_Advanced_Security","99.89%","98.62%","77.64%","0.00%","1","6","1"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NP1267WK414405","","LopesC","ISSO","","","","NCCM-W","64 d","14","Adobe_Acrobat_Reader_DC_Continuous_Track_STIG Google_Chrome_Current_Windows MS_Dot_Net_Framework JRE_8_and_Windows_STIG Microsoft_Access_2016 MS_Defender_Antivirus MS_Edge_STIG Microsoft_Excel_2016 Microsoft_Office_System_2016 Microsoft_OneDrive Microsoft_Outlook_2016 Microsoft_PowerPoint_2016 Microsoft_Word_2016 MS_Windows_10_STIG","97.35%","95.88%","94.71%","0.00%","1","8","1"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NP1267WK414415","","LopesC","ISSO","","","","NCCM-W","72 d","10","Google_Chrome_Current_Windows MS_Dot_Net_Framework MS_Defender_Antivirus MS_Edge_STIG Microsoft_Excel_2016 Microsoft_Office_System_2016 Microsoft_OneDrive Microsoft_PowerPoint_2016 Microsoft_Word_2016 MS_Windows_10_STIG","98.03%","97.85%","97.85%","0.00%","3","4","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NP1267WK414439","","SparksL","ISSO","","","","NCCM-W","1 d","16","Adobe_Acrobat_Reader_DC_Continuous_Track_STIG Google_Chrome_Current_Windows MS_Dot_Net_Framework JRE_8_and_Windows_STIG Microsoft_Access_2016 MS_Defender_Antivirus MS_Edge_STIG Microsoft_Excel_2016 Microsoft_Office_System_2016 Microsoft_OneDrive Microsoft_Outlook_2016 Microsoft_PowerPoint_2016 Microsoft_Word_2016 MS_Windows_10_STIG IE_11_STIG Windows_Firewall_with_Advanced_Security","99.88%","97.14%","75.78%","0.00%","0","16","3"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NP1267WK437855","","SparksL","ISSO","","","","NCCM-W","1 d","17","MS_Dot_Net_Framework Microsoft_Access_2016 MS_Defender_Antivirus MS_Edge_STIG Microsoft_Excel_2016 Microsoft_Office_System_2016 Microsoft_OneDrive Microsoft_OneNote_2016 Microsoft_Outlook_2016 Microsoft_PowerPoint_2016 Microsoft_Publisher_2016 Microsoft_Skype_for_Business_2016 Microsoft_Word_2016 Windows_Firewall_with_Advanced_Security MS_Windows_10_STIG Adobe_Acrobat_Reader_DC_Continuous_Track_STIG Google_Chrome_Current_Windows","99.86%","89.06%","0.00%","0.00%","1","5","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NP1267WK437898","","SparksL","ISSO","","","","NCCM-W","1 d","17","MS_Dot_Net_Framework Microsoft_Access_2016 MS_Defender_Antivirus MS_Edge_STIG Microsoft_Excel_2016 Microsoft_Office_System_2016 Microsoft_OneDrive Microsoft_OneNote_2016 Microsoft_Skype_for_Business_2016 Microsoft_Outlook_2016 Microsoft_Publisher_2016 Microsoft_PowerPoint_2016 Microsoft_Word_2016 Windows_Firewall_with_Advanced_Security MS_Windows_10_STIG Google_Chrome_Current_Windows MOZ_Firefox_STIG","99.86%","88.07%","0.00%","0.00%","1","5","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NP1267WK437900","","SparksL","ISSO","","","","NCCM-W","1 d","15","MS_Dot_Net_Framework Microsoft_Access_2016 MS_Defender_Antivirus MS_Edge_STIG Microsoft_Excel_2016 Microsoft_Office_System_2016 Microsoft_OneDrive Microsoft_OneNote_2016 Microsoft_Publisher_2016 Microsoft_Skype_for_Business_2016 Microsoft_PowerPoint_2016 Microsoft_Word_2016 Microsoft_Outlook_2016 MS_Windows_10_STIG Windows_Firewall_with_Advanced_Security","99.84%","98.45%","0.00%","0.00%","1","4","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NP1267WK437903","","DickensonN","ISSO","","","","NCCM-W","1 d","16","MS_Dot_Net_Framework Microsoft_Access_2016 MS_Edge_STIG MS_Defender_Antivirus Microsoft_Office_System_2016 Microsoft_Excel_2016 Microsoft_OneDrive Microsoft_OneNote_2016 Microsoft_Skype_for_Business_2016 Microsoft_PowerPoint_2016 Microsoft_Publisher_2016 Microsoft_Word_2016 Microsoft_Outlook_2016 MS_Windows_10_STIG Windows_Firewall_with_Advanced_Security Adobe_Acrobat_Reader_DC_Continuous_Track_STIG","99.85%","94.63%","0.00%","0.00%","1","4","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPA034PDM01","","JacksonM","ISSO","","","","NCCM-S","64 d","3","Windows_Server_2016_STIG MS_Dot_Net_Framework IE_11_STIG","99.29%","99.29%","0.00%","0.00%","2","5","1"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPA034RFDACS01","","DavisS","ISSO","","","","NCCM-S","64 d","1","Windows_Server_2016_STIG","100.00%","100.00%","0.00%","0.00%","2","6","1"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPA0902MPS044","","BradleyJ","","","","","","1 d","4","MS_Dot_Net_Framework Windows_Firewall_with_Advanced_Security IE_11_STIG Windows_Server_2019_STIG","96.43%","0.00%","0.00%","0.00%","0","4","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPA0ASDLENEL01","","BorbaA","HelgensenJ_$","","","","NCCM-S","72 d","6","MS_Dot_Net_Framework IE_11_STIG Windows_Server_2019_STIG Google_Chrome_Current_Windows MS_Defender_Antivirus VMW_vSphere_7-0_Virtual_Machine_STIG","99.07%","99.07%","94.98%","0.00%","0","2","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPA0CEMLTC01","","HigginsP","ISSO","","","","NCCM-S","64 d","1","Windows_Server_2019_STIG","100.00%","98.91%","0.00%","0.00%","1","1","1"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPA0CEMLTC02","","HigginsP","ISSO","","","","NCCM-S","64 d","1","Windows_Server_2019_STIG","100.00%","98.54%","0.00%","0.00%","1","2","1"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPA0CIBUILD70","","RepkoJ","CrossR_$","","","","NCCM-S","72 d","5","MS_Dot_Net_Framework IE_11_STIG IIS_10-0_Server_STIG Windows_Server_2019_STIG VMW_vSphere_7-0_Virtual_Machine_STIG","99.20%","99.00%","95.60%","0.00%","2","8","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPA0CIBUILD70-Default Web Site-NA","","RepkoJ","CrossR_$","","","","NCCM-S","86 d","1","IIS_10-0_Site_STIG","93.18%","77.27%","0.00%","0.00%","0","7","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPA0COLTS01","","BorbaA","BorbaA_$","","","","NCCM-S","1 d","6","MS_Dot_Net_Framework IE_11_STIG IIS_10-0_Server_STIG Windows_Server_2019_STIG VMW_vSphere_7-0_Virtual_Machine_STIG Windows_Firewall_with_Advanced_Security","99.42%","98.46%","86.76%","0.00%","0","5","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPA0COLTS01-Default Website Site-NA","DBWEB","BorbaA","BorbaA_$","","","","NCCM-S","1 d","1","IIS_10-0_Site_STIG","100.00%","97.73%","65.91%","0.00%","0","4","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPA0NPLENEL01","","BorbaA","BorbaA_$","","","","NCCM-S","26 d","7","Windows_Server_2019_STIG VMW_vSphere_7-0_Virtual_Machine_STIG MS_Dot_Net_Framework IE_11_STIG MS_Defender_Antivirus MS_Edge_STIG MS_Windows_Server_2022_STIG","99.52%","99.39%","56.85%","0.00%","0","3","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPA0NVR01","","BorbaA","BorbaA_$","","","","NCCM-S","64 d","3","MS_Dot_Net_Framework IE_11_STIG Windows_Server_2016_STIG","99.29%","99.29%","96.94%","0.00%","1","2","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPA0NVR02","","BorbaA","BorbaA_$","","","","NCCM-S","64 d","3","MS_Dot_Net_Framework IE_11_STIG Windows_Server_2016_STIG","99.29%","99.29%","96.94%","0.00%","0","2","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPA0VEEAM01","","","","","","","NCCM-S","64 d","4","Windows_Server_2019_STIG MS_Dot_Net_Framework IE_11_STIG MS_Defender_Antivirus","99.36%","98.93%","0.00%","0.00%","0","3","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPA7C34L63S1","","GibbonsD","ISSO","","","","NCCM-S","58 d","2","IIS_10-0_Server_STIG Windows_Server_2019_STIG","100.00%","95.30%","0.00%","0.00%","4","10","1"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPA7C34L63S1-COLTs-NA","","GibbonsD","ISSO","","","","NCCM-S","86 d","1","IIS_10-0_Site_STIG","88.64%","56.82%","0.00%","0.00%","0","14","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPA7CEMLFS01","","HigginsP","ISSO","","","","NCCM-S","72 d","4","Windows_Server_2019_STIG MS_Dot_Net_Framework IE_11_STIG MS_Defender_Antivirus","99.15%","98.08%","0.00%","0.00%","1","3","1"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPA7CEMLFS02","","HigginsP","ISSO","","","","NCCM-S","58 d","1","Windows_Server_2019_STIG","99.27%","97.45%","0.00%","0.00%","1","3","1"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPA7CSDPS-SV1","","RattayF","ISSO","","","","NCCM-S","64 d","3","Windows_Server_2016_STIG MS_Dot_Net_Framework IE_11_STIG","99.29%","99.29%","0.00%","0.00%","2","5","1"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPT-B102-FL1-RM101-HP-LJ5100-PS,NPT-B102-FL1-RM101-HP-LJ5100","","","CSSTeam","","","","","7 d","1","MULTI-FUNCTION_DEVICE","100.00%","100.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPT-B102-FL1-RM101-HP-LJ5550","","","CSSTeam","","","","","19768 d","1","MULTI-FUNCTION_DEVICE","0.00%","0.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPT-B102-FL1-RM103-HP-5550DT","","","CSSTeam","","","","","19768 d","1","MULTI-FUNCTION_DEVICE","0.00%","0.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPT-B105-FL1-RM114-HP-DJZ6800","","","CSSTeam","","","","","5 d","1","MULTI-FUNCTION_DEVICE","100.00%","100.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPT-B1171B-FL2-RM207-HP-CP2025N","","","CSSTeam","","","","","19768 d","1","MULTI-FUNCTION_DEVICE","0.00%","0.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPT-B1272-FL1-RM107A-X7500DT","","","CSSTeam","","","","","19768 d","1","MULTI-FUNCTION_DEVICE","0.00%","0.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPT-BL104-RM-HALL-HP700","","","CSSTeam","","","","","13 d","1","MULTI-FUNCTION_DEVICE","100.00%","100.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPT-BL105-RM114-HP5200","","","CSSTeam","","","","","19768 d","1","MULTI-FUNCTION_DEVICE","0.00%","0.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPT-BL105-RM114-HP5550","","","CSSTeam","","","","","9 d","1","MULTI-FUNCTION_DEVICE","100.00%","100.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPT-BL105-RM114-HPZ6200","","","CSSTeam","","","","","5 d","1","MULTI-FUNCTION_DEVICE","100.00%","100.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPT-BL105-RM114-SVNC4040","","","CSSTeam","","","","","19768 d","1","MULTI-FUNCTION_DEVICE","0.00%","0.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPT-BL111-RM204B-HP-C5550","","","CSSTeam","","","","","9 d","1","MULTI-FUNCTION_DEVICE","100.00%","100.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPT-BL115-FL1-RM109-PH6300DN","","","CSSTeam","","","","","19768 d","1","MULTI-FUNCTION_DEVICE","0.00%","0.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPT-BL116-FL1-RM114-HP-LJ5000DN","","","CSSTeam","","","","","6 d","1","MULTI-FUNCTION_DEVICE","100.00%","100.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPT-BL1170-FL1-RM166-Honeywell-PD45S","","","CSSTeam","","","","","19768 d","1","MULTI-FUNCTION_DEVICE","0.00%","0.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPT-BL1170-FL1-RM173-HP-LJ-M751dn","","","CSSTeam","","","","","19768 d","1","MULTI-FUNCTION_DEVICE","0.00%","0.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPT-BL1171-FL1-RM164A-HP-CP2025DN","","","CSSTeam","","","","","19768 d","1","MULTI-FUNCTION_DEVICE","0.00%","0.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPT-BL1176-FL1-RM195-X7500DN","","","CSSTeam","","","","","19768 d","1","MULTI-FUNCTION_DEVICE","0.00%","0.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPT-BL1246-RMA10-XP7760GX","","","CSSTeam","","","","","19768 d","1","MULTI-FUNCTION_DEVICE","0.00%","0.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPT-BL1258-FL1-RM141-HP-DJT1300","","","CSSTeam","","","","","19768 d","1","MULTI-FUNCTION_DEVICE","0.00%","0.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPT-BL1258-FL1-RM142-HP-CJL-M551","","","CSSTeam","","","","","19768 d","1","MULTI-FUNCTION_DEVICE","0.00%","0.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPT-BL1302-FL2-HALL-HP-CLJ4730MFP","","","CSSTeam","","","","","7 d","1","MULTI-FUNCTION_DEVICE","100.00%","100.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPT-BL1302-FL2-HALL-XC9000","","","CSSTeam","","","","","6 d","1","MULTI-FUNCTION_DEVICE","100.00%","100.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPT-BL1302-FL2-RM206-XC9000","","","CSSTeam","","","","","6 d","1","MULTI-FUNCTION_DEVICE","100.00%","100.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPT-BL1302-FL2-RM209-HP-C5550","","","CSSTeam","","","","","7 d","1","MULTI-FUNCTION_DEVICE","100.00%","100.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPT-BL1318-FL1-RM109-HP-5100","","","CSSTeam","","","","","19768 d","1","MULTI-FUNCTION_DEVICE","0.00%","0.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPT-BL1319-FL2-RM228-HP-CLJ4600","","","CSSTeam","","","","","19768 d","1","MULTI-FUNCTION_DEVICE","0.00%","0.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPT-BL1319-RMB09-HP4610","","","CSSTeam","","","","","19768 d","1","MULTI-FUNCTION_DEVICE","0.00%","0.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPT-BL1320-FL1-RM119-Hall-HP-CLJ4600","","","CSSTeam","","","","","19768 d","1","MULTI-FUNCTION_DEVICE","0.00%","0.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPT-BL1320-FL1-RM163-HP-DJ1120PS","","","CSSTeam","","","","","19768 d","1","MULTI-FUNCTION_DEVICE","0.00%","0.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPT-BL1320-FL1-RM163-HP-LJ700","","","CSSTeam","","","","","19768 d","1","MULTI-FUNCTION_DEVICE","0.00%","0.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPT-BL1351-FL3-RM311-X-PHASER7500DT","","","CSSTeam","","","","","5 d","1","MULTI-FUNCTION_DEVICE","90.48%","90.48%","0.00%","0.00%","0","0","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPT-BL1371-FL1-COR-HP-M751","","","CSSTeam","","","","","19768 d","1","MULTI-FUNCTION_DEVICE","0.00%","0.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPT-BL1371-FL4-RM-Hall-X-Phaser7760GX","","","CSSTeam","","","","","19768 d","1","MULTI-FUNCTION_DEVICE","0.00%","0.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPT-BL1371-RM260-HP1320","","","CSSTeam","","","","","19768 d","1","MULTI-FUNCTION_DEVICE","0.00%","0.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPT-BL1371-RM260-HP3800","","","CSSTeam","","","","","19768 d","1","MULTI-FUNCTION_DEVICE","0.00%","0.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPT-BL1371-RM260-HP5525","","","CSSTeam","","","","","9 d","1","MULTI-FUNCTION_DEVICE","100.00%","100.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPT-BL1371-RM350-HP4650","","","CSSTeam","","","","","19768 d","1","MULTI-FUNCTION_DEVICE","0.00%","0.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPT-BL148-RM207B1-HP-M750","","","CSSTeam","","","","","19768 d","1","MULTI-FUNCTION_DEVICE","0.00%","0.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPT-BL80-FL1-RM101-LX-CS310","","","CSSTeam","","","","","9 d","1","MULTI-FUNCTION_DEVICE","100.00%","100.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","NCCM","NP_C10-NCCM_Zone B","NPT-BL80-FL1-RM104A-FARGO-HDP5000-1","","","CSSTeam","","","","","19768 d","1","MULTI-FUNCTION_DEVICE","0.00%","0.00%","0.00%","0.00%","0","0","0"
